,description,header,products,subtitles,time,title,titleUrl,activity_datetime,hour
17031,Sash!,Google Play Music,['Google Play Music'],,2017-12-31T12:42:17.433Z,Listened to Encore Une Fois (Future Breeze Edit),,2017-12-31 12:42:17.433000+00:00,12
17032,Corona,Google Play Music,['Google Play Music'],,2017-12-31T12:38:35.804Z,Listened to Baby Baby,,2017-12-31 12:38:35.804000+00:00,12
17033,Jan Wayne,Google Play Music,['Google Play Music'],,2017-12-31T12:34:47.352Z,Listened to Mad World (Radio Edit),,2017-12-31 12:34:47.352000+00:00,12
17034,Brooklyn Bounce,Google Play Music,['Google Play Music'],,2017-12-31T12:31:06.166Z,Listened to Get Ready to Bounce (Radio Attack),,2017-12-31 12:31:06.166000+00:00,12
17035,Future Breeze,Google Play Music,['Google Play Music'],,2017-12-31T12:27:30.497Z,Listened to Adagio For Strings (Original Radio Edit),,2017-12-31 12:27:30.497000+00:00,12
17036,Uniting Nations,Google Play Music,['Google Play Music'],,2017-12-31T12:21:45.034Z,Listened to Out of touch (Radio Edit),,2017-12-31 12:21:45.034000+00:00,12
17037,Da Hool,Google Play Music,['Google Play Music'],,2017-12-31T12:18:56.457Z,Listened to Meet Her At The Loveparade (Radio Edit),,2017-12-31 12:18:56.457000+00:00,12
17038,Dario G,Google Play Music,['Google Play Music'],,2017-12-31T12:15:16.573Z,Listened to Sunchyme,,2017-12-31 12:15:16.573000+00:00,12
17039,Orion Too,Google Play Music,['Google Play Music'],,2017-12-31T12:11:22.211Z,Listened to Call Me,,2017-12-31 12:11:22.211000+00:00,12
17040,Fragma,Google Play Music,['Google Play Music'],,2017-12-31T12:11:16.930Z,Listened to Time And Time Again (Megara Vs. Dj Lee),,2017-12-31 12:11:16.930000+00:00,12
17041,Urban Cookie Collective,Google Play Music,['Google Play Music'],,2017-12-31T12:10:27.635Z,"Listened to The Key, The Secret",,2017-12-31 12:10:27.635000+00:00,12
17042,Agnelli & Nelson,Google Play Music,['Google Play Music'],,2017-12-31T12:06:42.786Z,Listened to Everyday 2002 (Alex Gold 7 Radio Edit),,2017-12-31 12:06:42.786000+00:00,12
17043,Sash!,Google Play Music,['Google Play Music'],,2017-12-31T12:03:44.039Z,Listened to Ecuador (Original Radio Edit),,2017-12-31 12:03:44.039000+00:00,12
17044,Tina Cousins,Google Play Music,['Google Play Music'],,2017-12-31T12:00:11.526Z,Listened to Mysterious Times,,2017-12-31 12:00:11.526000+00:00,12
17045,DJ Quicksilver,Google Play Music,['Google Play Music'],,2017-12-31T11:56:38.754Z,Listened to Intro,,2017-12-31 11:56:38.754000+00:00,11
17046,Ian Van Dahl,Google Play Music,['Google Play Music'],,2017-12-31T11:55:03.027Z,Listened to Castles In The Sky (Radio Mix) (feat. Marsha),,2017-12-31 11:55:03.027000+00:00,11
17047,Sylver,Google Play Music,['Google Play Music'],,2017-12-31T11:51:16.106Z,Listened to Half As Much,,2017-12-31 11:51:16.106000+00:00,11
17048,Robert Miles,Google Play Music,['Google Play Music'],,2017-12-31T11:48:53.443Z,Listened to Children,,2017-12-31 11:48:53.443000+00:00,11
17049,Brooklyn Bounce,Google Play Music,['Google Play Music'],,2017-12-31T11:44:50.485Z,"Listened to Bass, Beats & Melody (Video Edit)",,2017-12-31 11:44:50.485000+00:00,11
17050,Ann Lee,Google Play Music,['Google Play Music'],,2017-12-31T11:43:13.908Z,Listened to 2 Times (Original Radio Edit),,2017-12-31 11:43:13.908000+00:00,11
17051,Scooter,Google Play Music,['Google Play Music'],,2017-12-31T11:39:22.505Z,Listened to Nessaja,,2017-12-31 11:39:22.505000+00:00,11
17052,Sash!,Google Play Music,['Google Play Music'],,2017-12-31T11:35:47.209Z,Listened to It's My Life (Radio Edit),,2017-12-31 11:35:47.209000+00:00,11
17053,Pulp,Google Play Music,['Google Play Music'],,2017-12-31T11:34:38.237Z,Listened to Common People,,2017-12-31 11:34:38.237000+00:00,11
17054,James,Google Play Music,['Google Play Music'],,2017-12-31T11:32:44.009Z,Listened to Laid,,2017-12-31 11:32:44.009000+00:00,11
17055,Duran Duran,Google Play Music,['Google Play Music'],,2017-12-31T11:32:32.758Z,Listened to The Reflex,,2017-12-31 11:32:32.758000+00:00,11
17056,,Play Music,['Google Play Music'],,2017-12-31T11:32:11.124Z,Searched for Best of the 90s,https://play.google.com/music/search/Best+of+the+90s,2017-12-31 11:32:11.124000+00:00,11
17057,Dance Planet,Google Play Music,['Google Play Music'],,2017-12-31T11:31:25.845Z,Listened to Track 1,,2017-12-31 11:31:25.845000+00:00,11
17058,,Play Music,['Google Play Music'],,2017-12-31T11:31:19.364Z,Searched for Best of the 99s,https://play.google.com/music/search/Best+of+the+99s,2017-12-31 11:31:19.364000+00:00,11
17059,,Play Music,['Google Play Music'],,2017-12-31T11:30:55.515Z,Searched for 100 hits 90s essentials,https://play.google.com/music/search/100+hits+90s+essentials,2017-12-31 11:30:55.515000+00:00,11
17060,,Play Music,['Google Play Music'],,2017-12-31T11:28:08.093Z,Searched for sounds of the detonator,https://play.google.com/music/search/sounds+of+the+detonator,2017-12-31 11:28:08.093000+00:00,11
17061,,Play Music,['Google Play Music'],,2017-12-30T22:48:50.430Z,Searched for sounds of the detonator,https://play.google.com/music/search/sounds+of+the+detonator,2017-12-30 22:48:50.430000+00:00,22
17062,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T16:10:31.635Z,Listened to Skokiaan (South African Song) [Remastered 2016],,2017-12-30 16:10:31.635000+00:00,16
17063,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T16:07:39.687Z,Listened to Black Beauty (Remastered 2016),,2017-12-30 16:07:39.687000+00:00,16
17064,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T16:05:02.173Z,Listened to Sunday in Madrid (Remastered 2016),,2017-12-30 16:05:02.173000+00:00,16
17065,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T16:02:11.714Z,Listened to Wimoweh (Remastered 2016),,2017-12-30 16:02:11.714000+00:00,16
17066,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:59:30.315Z,Listened to Tootie Flutie (Remastered 2016),,2017-12-30 15:59:30.315000+00:00,15
17067,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:57:21.137Z,Listened to Happy Trumpeter (Magic Trumpet) [Remastered 2016],,2017-12-30 15:57:21.137000+00:00,15
17068,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:54:44.271Z,Listened to Zambesi (Remastered 2016),,2017-12-30 15:54:44.271000+00:00,15
17069,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:51:55.270Z,Listened to Similau (Remastered 2016),,2017-12-30 15:51:55.270000+00:00,15
17070,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:48:57.468Z,Listened to Take Me (Remastered 2016),,2017-12-30 15:48:57.468000+00:00,15
17071,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:45:54.100Z,Listened to Market Day (Remastered 2016),,2017-12-30 15:45:54.100000+00:00,15
17072,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:43:22.418Z,Listened to A Swingin' Safari (Remastered 2016),,2017-12-30 15:43:22.418000+00:00,15
17073,Bert Kaempfert,Google Play Music,['Google Play Music'],,2017-12-30T15:40:14.804Z,Listened to That Happy Feeling (Remastered 2016),,2017-12-30 15:40:14.804000+00:00,15
17074,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T15:37:20.133Z,"Listened to Wade: O Come, All Ye Faithful",,2017-12-30 15:37:20.133000+00:00,15
17075,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:13:09.074Z,Listened to Anonymous: Rocking Carol: Little Jesu Sweetly Sleep,,2017-12-30 10:13:09.074000+00:00,10
17076,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:11:23.941Z,Listened to Cornelius: The Three Kings,,2017-12-30 10:11:23.941000+00:00,10
17077,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:08:33.418Z,Listened to Anonymous: Coventry Carol,,2017-12-30 10:08:33.418000+00:00,10
17078,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:06:18.098Z,Listened to Joubert: Torches,,2017-12-30 10:06:18.098000+00:00,10
17079,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:04:40.974Z,Listened to Traditional: Sussex Carol (On Christmas Night),,2017-12-30 10:04:40.974000+00:00,10
17080,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T10:02:42.244Z,Listened to Darke: In The Bleak Midwinter,,2017-12-30 10:02:42.244000+00:00,10
17081,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:57:45.550Z,Listened to Anonymous: Personent Hodie,,2017-12-30 09:57:45.550000+00:00,9
17082,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:55:04.077Z,Listened to Anonymous: Gabriel's Message,,2017-12-30 09:55:04.077000+00:00,9
17083,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:52:12.298Z,Listened to Anonymous: Ding Dong! Merrily On High,,2017-12-30 09:52:12.298000+00:00,9
17084,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:50:11.041Z,Listened to Traditional: Shepherds In The Field Abiding,,2017-12-30 09:50:11.041000+00:00,9
17085,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:47:03.090Z,Listened to Anonymous: Past Three O' Clock,,2017-12-30 09:47:03.090000+00:00,9
17086,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:44:29.638Z,Listened to O Little Town Of Bethlehem,,2017-12-30 09:44:29.638000+00:00,9
17087,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:41:22.309Z,"Listened to Anonymous: God Rest Ye Merry, Gentlemen",,2017-12-30 09:41:22.309000+00:00,9
17088,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:37:55.185Z,Listened to Kirkpatrick: Away In A Manger,,2017-12-30 09:37:55.185000+00:00,9
17089,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:35:26.645Z,Listened to Goss: See Amid The Winter's Snow,,2017-12-30 09:35:26.645000+00:00,9
17090,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:31:32.434Z,Listened to Traditional: The Holly And The Ivy,,2017-12-30 09:31:32.434000+00:00,9
17091,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:28:09.300Z,Listened to Traditional: In Dulci Jubilo,,2017-12-30 09:28:09.300000+00:00,9
17092,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-30T09:24:28.661Z,Listened to Gauntlett: Once In Royal David's City,,2017-12-30 09:24:28.661000+00:00,9
17093,Christina Perri,Google Play Music,['Google Play Music'],,2017-12-30T09:19:35.181Z,Listened to Jar of Hearts,,2017-12-30 09:19:35.181000+00:00,9
17094,The Script,Google Play Music,['Google Play Music'],,2017-12-29T20:18:59.265Z,Listened to The Man Who Can't Be Moved,,2017-12-29 20:18:59.265000+00:00,20
17095,Christina Perri,Google Play Music,['Google Play Music'],,2017-12-29T20:14:57.577Z,Listened to Jar of Hearts,,2017-12-29 20:14:57.577000+00:00,20
17096,The Ronettes,Google Play Music,['Google Play Music'],,2017-12-28T15:20:45.191Z,Listened to Sleigh Ride (Remastered),,2017-12-28 15:20:45.191000+00:00,15
17097,Cliff Richard,Google Play Music,['Google Play Music'],,2017-12-28T15:17:42.326Z,Listened to Mistletoe and Wine,,2017-12-28 15:17:42.326000+00:00,15
17098,Tony Bennett,Google Play Music,['Google Play Music'],,2017-12-28T15:13:36.668Z,Listened to Santa Claus Is Comin' To Town,,2017-12-28 15:13:36.668000+00:00,15
17099,Dean Martin,Google Play Music,['Google Play Music'],,2017-12-28T15:10:59.438Z,"Listened to Rudolph, The Red-Nosed Reindeer",,2017-12-28 15:10:59.438000+00:00,15
17100,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-28T15:08:40.671Z,Listened to Gauntlett: Once In Royal David's City,,2017-12-28 15:08:40.671000+00:00,15
17101,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:19:35.410Z,Listened to Silver Bells (feat. Naturally 7) [Bonus Track],,2017-12-26 15:19:35.410000+00:00,15
17102,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:16:25.160Z,Listened to Frosty The Snowman (feat. The Puppini Sisters) [Bonus Track],,2017-12-26 15:16:25.160000+00:00,15
17103,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:13:44.250Z,Listened to Winter Wonderland (Bonus Track),,2017-12-26 15:13:44.250000+00:00,15
17104,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:11:12.212Z,Listened to The Christmas Song,,2017-12-26 15:11:12.212000+00:00,15
17105,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:06:53.132Z,Listened to Mis Deseos/Feliz Navidad (Duet With Thalia),,2017-12-26 15:06:53.132000+00:00,15
17106,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T15:02:28.666Z,Listened to Ave Maria,,2017-12-26 15:02:28.666000+00:00,15
17107,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:58:28.006Z,Listened to I'll Be Home For Christmas,,2017-12-26 14:58:28.006000+00:00,14
17108,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:54:02.873Z,Listened to Cold December Night,,2017-12-26 14:54:02.873000+00:00,14
17109,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:50:44.010Z,Listened to Blue Christmas,,2017-12-26 14:50:44.010000+00:00,14
17110,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:47:01.073Z,Listened to Silent Night,,2017-12-26 14:47:01.073000+00:00,14
17111,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:43:13.049Z,Listened to Christmas (Baby Please Come Home),,2017-12-26 14:43:13.049000+00:00,14
17112,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:40:04.493Z,Listened to Have Yourself A Merry Little Christmas,,2017-12-26 14:40:04.493000+00:00,14
17113,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:36:14.333Z,Listened to Santa Baby,,2017-12-26 14:36:14.333000+00:00,14
17114,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:32:22.355Z,Listened to Holly Jolly Christmas,,2017-12-26 14:32:22.355000+00:00,14
17115,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:30:21.991Z,Listened to All I Want For Christmas Is You,,2017-12-26 14:30:21.991000+00:00,14
17116,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:27:29.776Z,Listened to White Christmas (Duet With Shania Twain),,2017-12-26 14:27:29.776000+00:00,14
17117,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:23:52.687Z,Listened to Jingle Bells (feat. The Puppini Sisters),,2017-12-26 14:23:52.687000+00:00,14
17118,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:21:12.096Z,Listened to Santa Claus Is Coming To Town,,2017-12-26 14:21:12.096000+00:00,14
17119,Michael Bublé,Google Play Music,['Google Play Music'],,2017-12-26T14:18:20.553Z,Listened to It's Beginning To Look A Lot Like Christmas,,2017-12-26 14:18:20.553000+00:00,14
17120,Pixie Lott,Google Play Music,['Google Play Music'],,2017-12-26T14:13:31.144Z,Listened to All About Tonight,,2017-12-26 14:13:31.144000+00:00,14
17121,The Wanted,Google Play Music,['Google Play Music'],,2017-12-26T14:11:31.946Z,Listened to Lightning,,2017-12-26 14:11:31.946000+00:00,14
17122,Olly Murs,Google Play Music,['Google Play Music'],,2017-12-26T14:08:08.279Z,Listened to Heart Skips a Beat (feat. Rizzle Kicks),,2017-12-26 14:08:08.279000+00:00,14
17123,Kelly Clarkson,Google Play Music,['Google Play Music'],,2017-12-26T14:04:46.170Z,Listened to Mr. Know It All,,2017-12-26 14:04:46.170000+00:00,14
17124,Christina Perri,Google Play Music,['Google Play Music'],,2017-12-26T14:00:54.223Z,Listened to Jar of Hearts,,2017-12-26 14:00:54.223000+00:00,14
17125,JLS,Google Play Music,['Google Play Music'],,2017-12-26T13:56:47.219Z,Listened to Take a Chance on Me,,2017-12-26 13:56:47.219000+00:00,13
17126,Bruno Mars,Google Play Music,['Google Play Music'],,2017-12-26T13:53:10.408Z,Listened to Marry You,,2017-12-26 13:53:10.408000+00:00,13
17127,The Cool Kidzz,Google Play Music,['Google Play Music'],,2017-12-26T13:49:20.211Z,Listened to What Makes You Beautiful,,2017-12-26 13:49:20.211000+00:00,13
17128,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:37:30.130Z,Listened to Mendelssohn: Hark! The Herald Angels Sing,,2017-12-25 16:37:30.130000+00:00,16
17129,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:33:47.715Z,Listened to Anonymous: The First Nowell,,2017-12-25 16:33:47.715000+00:00,16
17130,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:28:56.639Z,Listened to Anonymous: While Shepherds Watched,,2017-12-25 16:28:56.639000+00:00,16
17131,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:25:45.572Z,"Listened to Wade: O Come, All Ye Faithful",,2017-12-25 16:25:45.572000+00:00,16
17132,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:21:32.145Z,Listened to Anonymous: Rocking Carol: Little Jesu Sweetly Sleep,,2017-12-25 16:21:32.145000+00:00,16
17133,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:19:46.934Z,Listened to Cornelius: The Three Kings,,2017-12-25 16:19:46.934000+00:00,16
17134,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:16:56.526Z,Listened to Anonymous: Coventry Carol,,2017-12-25 16:16:56.526000+00:00,16
17135,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:14:41.439Z,Listened to Joubert: Torches,,2017-12-25 16:14:41.439000+00:00,16
17136,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:13:04.172Z,Listened to Traditional: Sussex Carol (On Christmas Night),,2017-12-25 16:13:04.172000+00:00,16
17137,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:11:05.419Z,Listened to Darke: In The Bleak Midwinter,,2017-12-25 16:11:05.419000+00:00,16
17138,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:06:09.441Z,Listened to Anonymous: Personent Hodie,,2017-12-25 16:06:09.441000+00:00,16
17139,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:04:14.304Z,Listened to Anonymous: Gabriel's Message,,2017-12-25 16:04:14.304000+00:00,16
17140,"The Choir of King's College, Cambridge",Google Play Music,['Google Play Music'],,2017-12-25T16:01:22.715Z,Listened to Anonymous: Ding Dong! Merrily On High,,2017-12-25 16:01:22.715000+00:00,16
